FirstImage,SecondImage,NonZeroR,NonZeroG,NonZeroB,Matches0.5,Matches0.6,Matches0.7,Matches0.8,Matches0.9,Matches1.0,Matches
jazz/Colonially,samba/Blue,262743,244792,264574,0,1,6,28,116,402,442
jazz/Colonially,samba/Cuban,271515,261398,273915,0,0,4,14,97,417,442
jazz/Colonially,samba/Elegante,272466,255226,274851,0,2,7,26,98,393,442
jazz/Colonially,samba/Este,250596,236567,253155,1,1,6,34,123,407,442
jazz/Colonially,samba/MESCALE,231394,218939,233271,0,3,10,32,113,402,442
jazz/Colonially,samba/Sambapleasure,272028,261069,274645,0,0,4,19,97,396,442
jazz/Colonially,samba/Samba,246066,231277,247407,0,0,3,26,107,402,442
jazz/Michael,samba/Blue,262638,241926,264419,0,0,5,17,96,393,434
jazz/Michael,samba/Cuban,271433,261326,273592,0,1,1,14,76,389,434
jazz/Michael,samba/Elegante,270937,251641,273151,0,0,4,15,100,394,434
jazz/Michael,samba/Este,246877,230702,249182,0,1,7,25,118,409,434
jazz/Michael,samba/MESCALE,231847,218631,233603,0,0,3,14,67,392,434
jazz/Michael,samba/Sambapleasure,272598,260228,274831,0,0,4,13,84,398,434
jazz/Michael,samba/Samba,241186,223711,242513,0,0,1,13,94,403,434
jazz/Nadejda,samba/Blue,243519,232012,244581,0,5,21,47,142,369,403
jazz/Nadejda,samba/Cuban,267556,263456,268771,0,0,2,15,85,365,403
jazz/Nadejda,samba/Elegante,263397,253722,264677,0,2,6,20,96,364,403
jazz/Nadejda,samba/Este,224060,215558,225391,0,0,4,23,108,366,403
jazz/Nadejda,samba/MESCALE,200757,193685,201649,0,1,9,21,80,362,403
jazz/Nadejda,samba/Sambapleasure,264761,259419,265777,0,1,11,28,109,374,403
jazz/Nadejda,samba/Samba,213500,203192,214285,0,1,7,21,120,378,403
jazz/The,samba/Blue,254690,242073,255765,0,0,4,14,99,383,412
jazz/The,samba/Cuban,274280,268724,275359,0,0,0,8,55,375,412
jazz/The,samba/Elegante,270403,258447,271589,0,0,0,10,80,370,412
jazz/The,samba/Este,236641,226682,238007,0,0,3,15,94,375,412
jazz/The,samba/MESCALE,222723,215232,223743,0,1,1,9,64,367,412
jazz/The,samba/Sambapleasure,272364,265636,273622,0,0,2,14,93,374,412
jazz/The,samba/Samba,224816,213040,225608,0,0,1,9,84,377,412
jazz/zero-project,samba/Blue,255448,241424,257572,0,0,4,17,103,453,489
jazz/zero-project,samba/Cuban,267051,260593,269949,0,0,5,14,76,445,489
jazz/zero-project,samba/Elegante,267012,254050,269942,0,0,2,23,97,443,489
jazz/zero-project,samba/Este,237998,226085,240973,0,0,4,17,112,438,489
jazz/zero-project,samba/MESCALE,217722,207735,220023,0,0,1,11,75,450,489
jazz/zero-project,samba/Sambapleasure,266467,259129,269433,0,1,2,19,82,440,489
jazz/zero-project,samba/Samba,236346,225608,237980,0,0,3,13,89,447,489
pop/Day,pop/Don't,266045,258229,269041,0,2,7,32,118,385,431
pop/Day,pop/For,275042,265792,277416,0,0,4,23,91,391,431
pop/Day,pop/I,258648,251311,260368,0,0,6,28,122,398,431
pop/Day,pop/i,289478,280632,292027,0,0,2,23,92,389,431
pop/Day,pop/Let's,250425,246805,252799,0,1,6,24,101,388,431
pop/Day,pop/Set,266799,259057,270403,0,0,3,23,101,391,431
pop/Day,pop/The,246323,240471,247405,0,0,3,32,124,392,431
pop/Day,pop/We'll,281322,266758,281796,0,1,8,31,118,393,431
pop/Don't,pop/For,269921,259770,273069,0,0,2,14,86,427,475
pop/Don't,pop/I,257143,249137,259129,0,0,4,17,100,436,475
pop/Don't,pop/i,286933,277522,290239,0,1,3,17,83,434,475
pop/Don't,pop/Let's,250051,246644,253285,0,0,6,17,105,419,475
pop/Don't,pop/Set,263445,254963,268288,0,0,2,20,99,442,475
pop/Don't,pop/The,252245,247545,253826,0,0,4,20,107,442,475
pop/Don't,pop/We'll,277495,261571,278386,0,0,5,27,123,434,475
pop/For,pop/I,254649,242210,256347,0,1,2,20,110,428,474
pop/For,pop/i,283341,270830,286097,0,0,3,15,98,432,474
pop/For,pop/Let's,245517,238424,248301,0,0,8,22,99,433,474
pop/For,pop/Set,265171,253082,269147,0,1,6,22,105,434,474
pop/For,pop/The,248319,239707,249676,0,0,4,23,128,442,474
pop/For,pop/We'll,273594,253433,274073,0,3,8,35,134,441,474
pop/I,pop/i,281810,272360,283713,0,0,2,14,87,431,474
pop/I,pop/Let's,211165,202227,212981,0,0,3,17,78,425,474
pop/I,pop/Set,251369,240453,254081,0,0,2,21,101,431,474
pop/I,pop/The,217755,208541,218577,0,1,2,14,89,432,474
pop/I,pop/We'll,265055,248660,265432,0,0,5,24,116,441,474
pop/i,pop/Let's,275866,271163,278969,0,0,1,12,86,373,406
pop/i,pop/Set,283852,273574,288269,0,0,3,13,94,371,406
pop/i,pop/The,278672,272153,280087,0,1,3,16,101,374,406
pop/i,pop/We'll,287523,269009,288183,0,1,4,18,101,359,406
pop/Let's,pop/Set,239856,234770,244486,0,3,12,53,160,456,500
pop/Let's,pop/The,188419,181775,190090,0,4,12,37,164,456,500
pop/Let's,pop/We'll,251193,239383,251905,0,7,18,66,177,448,500
pop/Set,pop/The,245342,238668,247489,0,0,8,29,120,396,424
pop/Set,pop/We'll,271684,253305,272818,0,2,8,28,112,390,424
pop/The,pop/We'll,252312,239735,252577,0,2,11,39,132,425,461
pop/Day,rock/All,278760,273696,282795,0,0,3,22,93,391,431
pop/Day,rock/Anything,272820,266135,276162,0,0,6,28,120,396,431
pop/Day,rock/Chased,275352,273438,279832,0,0,1,14,101,393,431
pop/Day,rock/Deep,286384,279410,288904,1,3,7,25,118,389,431
pop/Day,rock/Lift,278480,269426,281464,0,1,4,22,110,390,431
pop/Day,rock/New,279533,268890,282263,0,1,5,26,113,387,431
pop/Day,rock/Perverting,279545,272359,283493,0,0,2,13,85,391,431
pop/Day,rock/Rude,276635,269810,279930,0,0,4,19,96,402,431
pop/Day,rock/Rude,259526,253932,263142,0,0,1,11,92,388,431
pop/Day,rock/Slash,290082,283130,293059,0,0,3,17,99,407,431
pop/Day,rock/The,275365,269791,279035,0,1,5,30,117,393,431
pop/Day,rock/The,291788,286320,294658,0,0,4,24,105,377,431
pop/Don't,rock/All,274485,269702,279523,0,0,5,25,106,439,475
pop/Don't,rock/Anything,269326,261372,273361,0,0,10,39,119,427,475
pop/Don't,rock/Chased,271996,269493,277419,0,0,1,10,73,415,475
pop/Don't,rock/Deep,284618,277085,287957,0,1,6,24,96,424,475
pop/Don't,rock/Lift,272690,263476,277188,0,0,2,28,110,424,475
pop/Don't,rock/New,276428,264461,280051,0,0,3,16,105,428,475
pop/Don't,rock/Perverting,275588,267461,280603,0,0,1,12,103,426,475
pop/Don't,rock/Rude,271101,262826,275169,0,0,4,19,100,440,475
pop/Don't,rock/Rude,258229,252157,262647,0,1,4,24,96,421,475
pop/Don't,rock/Slash,286017,278255,289776,0,0,4,19,104,427,475
pop/Don't,rock/The,271124,265135,276108,0,0,1,13,108,420,475
pop/Don't,rock/The,290116,284320,293543,0,0,3,16,99,439,475
pop/For,rock/All,268669,260451,272814,0,0,3,13,88,437,474
pop/For,rock/Anything,267412,256187,270663,0,1,3,18,111,443,474
pop/For,rock/Chased,267408,261678,271688,0,0,1,12,105,442,474
pop/For,rock/Deep,284774,276279,287652,0,0,3,9,79,426,474
pop/For,rock/Lift,268796,256266,272481,0,0,0,11,92,429,474
pop/For,rock/New,275071,259773,278033,0,1,4,12,91,430,474
pop/For,rock/Perverting,275235,264386,279269,0,1,2,16,85,428,474
pop/For,rock/Rude,266789,254954,270109,0,0,3,16,109,432,474
pop/For,rock/Rude,256898,248314,260416,0,1,5,21,119,429,474
pop/For,rock/Slash,282241,273202,285439,0,0,1,10,75,427,474
pop/For,rock/The,271125,262544,275140,0,1,4,15,104,438,474
pop/For,rock/The,287138,279804,290095,0,1,2,9,76,426,474
pop/I,rock/All,265724,260251,268490,0,0,0,20,104,416,474
pop/I,rock/Anything,259536,250997,261731,0,0,4,25,108,432,474
pop/I,rock/Chased,259375,255657,262389,0,0,1,11,85,422,474
pop/I,rock/Deep,281121,275173,283048,0,1,2,14,76,425,474
pop/I,rock/Lift,262252,252993,264743,0,0,1,16,88,431,474
pop/I,rock/New,270708,258729,272619,0,0,0,19,90,431,474
pop/I,rock/Perverting,271336,264271,274082,0,0,1,10,67,424,474
pop/I,rock/Rude,262439,254293,264589,0,2,3,17,97,429,474
pop/I,rock/Rude,240998,234705,243599,0,0,3,20,111,439,474
pop/I,rock/Slash,283089,277494,285195,0,0,0,10,74,416,474
pop/I,rock/The,264656,258877,267224,0,0,2,26,103,438,474
pop/I,rock/The,285527,281206,287299,0,1,2,13,81,422,474
pop/i,rock/All,283568,276459,288319,0,0,4,21,109,371,406
pop/i,rock/Anything,284367,274766,287960,0,0,2,25,121,372,406
pop/i,rock/Chased,285047,280615,290113,0,0,1,14,89,366,406
pop/i,rock/Deep,291867,282334,294883,0,0,3,22,80,358,406
pop/i,rock/Lift,283150,270543,287130,0,0,4,16,83,381,406
pop/i,rock/New,287904,273969,291216,0,0,5,24,95,374,406
pop/i,rock/Perverting,287309,276329,291782,0,0,0,14,86,370,406
pop/i,rock/Rude,285070,274178,288798,0,0,2,15,75,361,406
pop/i,rock/Rude,281438,274747,285440,0,0,0,4,71,370,406
pop/i,rock/Slash,288945,279320,292676,0,1,2,14,70,357,406
pop/i,rock/The,286039,277957,290525,0,0,4,25,106,365,406
pop/i,rock/The,293034,284617,296463,0,0,1,12,70,354,406
pop/Let's,rock/All,255268,254958,259771,0,0,5,30,130,464,500
pop/Let's,rock/Anything,250525,246871,253739,0,1,14,51,159,453,500
pop/Let's,rock/Chased,256443,256449,260849,0,4,19,58,169,467,500
pop/Let's,rock/Deep,278758,276833,281584,0,2,10,30,139,456,500
pop/Let's,rock/Lift,245599,241542,249730,0,6,17,42,138,461,500
pop/Let's,rock/New,265347,260206,268757,0,0,6,36,144,461,500
pop/Let's,rock/Perverting,266873,265964,271108,0,0,6,27,131,457,500
pop/Let's,rock/Rude,255315,252924,258907,0,1,10,38,135,455,500
pop/Let's,rock/Rude,229900,227950,233258,0,0,4,25,118,449,500
pop/Let's,rock/Slash,272616,270784,276012,0,1,4,30,145,457,500
pop/Let's,rock/The,255689,254533,259840,1,1,9,36,146,455,500
pop/Let's,rock/The,282369,281522,285474,0,0,1,24,115,462,500
pop/Set,rock/All,269541,264547,276505,0,1,2,19,89,378,424
pop/Set,rock/Anything,267040,258095,272079,0,0,4,15,96,376,424
pop/Set,rock/Chased,268280,266536,275067,0,0,6,15,82,390,424
pop/Set,rock/Deep,284318,277680,288479,0,0,2,15,96,390,424
pop/Set,rock/Lift,265914,255729,272194,0,1,7,28,106,386,424
pop/Set,rock/New,273300,260086,278068,0,0,5,21,107,382,424
pop/Set,rock/Perverting,272307,264265,278678,0,0,2,20,91,390,424
pop/Set,rock/Rude,268812,260121,274232,0,0,3,16,82,374,424
pop/Set,rock/Rude,253681,247566,259129,0,0,1,10,91,374,424
pop/Set,rock/Slash,282946,275768,287793,0,0,2,10,83,384,424
pop/Set,rock/The,267332,261387,273620,0,2,5,25,107,385,424
pop/Set,rock/The,285840,280694,290548,0,0,2,10,89,384,424
pop/The,rock/All,260306,257427,262158,0,1,5,21,108,408,461
pop/The,rock/Anything,251068,246132,252662,0,0,5,29,116,419,461
pop/The,rock/Chased,260706,259012,262557,0,0,4,16,98,421,461
pop/The,rock/Deep,280892,278088,282196,0,0,2,18,89,410,461
pop/The,rock/Lift,251753,245934,253514,0,1,5,24,105,421,461
pop/The,rock/New,267859,261300,269493,0,1,5,17,97,423,461
pop/The,rock/Perverting,269875,265896,271768,0,0,2,21,88,406,461
pop/The,rock/Rude,256626,251958,258173,0,0,1,15,106,426,461
pop/The,rock/Rude,230108,225753,231644,0,0,6,17,88,410,461
pop/The,rock/Slash,276175,272697,277677,1,3,7,31,94,414,461
pop/The,rock/The,257739,254267,259552,0,0,3,25,108,418,461
pop/The,rock/The,284346,281310,285661,0,0,1,8,73,419,461
pop/We'll,rock/All,276679,263076,277744,0,2,5,19,101,372,412
pop/We'll,rock/Anything,276821,261355,277651,0,1,7,27,122,378,412
pop/We'll,rock/Chased,282546,272561,283482,0,2,4,28,102,374,412
pop/We'll,rock/Deep,290169,277265,290776,0,1,4,26,105,374,412
pop/We'll,rock/Lift,268369,247991,269466,1,2,5,23,111,382,412
pop/We'll,rock/New,280773,259818,281534,0,0,2,16,98,380,412
pop/We'll,rock/Perverting,280996,264120,282181,0,0,5,24,87,375,412
pop/We'll,rock/Rude,275586,259894,276579,0,1,3,22,97,372,412
pop/We'll,rock/Rude,270282,257684,271115,0,1,2,15,75,370,412
pop/We'll,rock/Slash,282010,267020,282739,0,0,4,20,83,377,412
pop/We'll,rock/The,272486,257891,273545,0,1,10,35,124,378,412
pop/We'll,rock/The,294022,281559,294677,0,0,2,6,73,372,412
pop/Day,samba/Blue,271519,261119,273143,0,0,2,30,134,402,431
pop/Day,samba/Cuban,278373,269678,281104,0,0,4,20,103,392,431
pop/Day,samba/Elegante,283144,272995,285414,0,1,2,15,97,397,431
pop/Day,samba/Este,268513,259797,270617,0,0,1,18,90,393,431
pop/Day,samba/MESCALE,255994,249993,257902,0,1,6,17,95,377,431
pop/Day,samba/Sambapleasure,280622,271437,283091,0,0,2,15,83,390,431
pop/Day,samba/Samba,260874,252337,261973,0,1,5,18,109,395,431
pop/Don't,samba/Blue,272131,261653,274294,0,1,7,22,128,444,475
pop/Don't,samba/Cuban,275211,265125,278582,0,0,1,13,114,449,475
pop/Don't,samba/Elegante,278234,266738,281215,0,0,0,7,82,426,475
pop/Don't,samba/Este,263510,255569,266470,0,0,2,15,93,435,475
pop/Don't,samba/MESCALE,252332,246219,254750,0,0,0,11,88,431,475
pop/Don't,samba/Sambapleasure,278201,268532,281529,0,0,4,23,101,417,475
pop/Don't,samba/Samba,261114,252688,262674,0,1,7,14,89,432,475
pop/For,samba/Blue,269947,253159,271715,0,2,10,27,110,434,474
pop/For,samba/Cuban,271809,259729,274505,0,0,0,8,86,441,474
pop/For,samba/Elegante,273448,257746,276072,0,0,2,22,110,434,474
pop/For,samba/Este,259076,246216,261605,1,3,8,30,120,431,474
pop/For,samba/MESCALE,248211,238219,250091,0,0,2,14,82,434,474
pop/For,samba/Sambapleasure,274493,261731,277233,0,1,3,18,104,435,474
pop/For,samba/Samba,257731,244338,258950,0,0,0,15,92,429,474
pop/I,samba/Blue,255679,239669,256904,0,1,6,20,114,424,474
pop/I,samba/Cuban,267082,259150,268767,0,0,1,10,97,437,474
pop/I,samba/Elegante,268618,253327,270350,0,0,3,17,79,431,474
pop/I,samba/Este,241564,228509,243244,0,0,2,20,92,438,474
pop/I,samba/MESCALE,217829,207056,219229,0,0,4,16,85,416,474
pop/I,samba/Sambapleasure,267573,257999,269273,0,0,0,11,87,421,474
pop/I,samba/Samba,235327,222060,236307,0,1,2,18,92,434,474
pop/i,samba/Blue,287631,273663,289538,0,2,4,22,79,367,406
pop/i,samba/Cuban,287765,276791,290740,0,1,2,17,77,368,406
pop/i,samba/Elegante,288930,274983,291634,0,0,0,10,76,365,406
pop/i,samba/Este,281401,270846,284151,0,0,1,10,73,375,406
pop/i,samba/MESCALE,278145,270647,280360,0,0,1,7,62,361,406
pop/i,samba/Sambapleasure,288687,276883,291814,0,1,1,15,84,380,406
pop/i,samba/Samba,281946,271132,283274,0,0,2,14,81,367,406
pop/Let's,samba/Blue,242736,232074,244834,1,3,10,52,156,449,500
pop/Let's,samba/Cuban,265478,262381,268119,1,3,6,37,131,453,500
pop/Let's,samba/Elegante,261214,251555,264107,0,0,2,13,93,448,500
pop/Let's,samba/Este,222457,213944,225284,2,3,17,47,167,461,500
pop/Let's,samba/MESCALE,196085,188123,198166,0,0,2,18,115,440,500
pop/Let's,samba/Sambapleasure,262869,258340,265627,0,1,5,30,132,449,500
pop/Let's,samba/Samba,210542,200863,212225,0,3,14,57,159,464,500
pop/Set,samba/Blue,268615,254572,271526,0,0,7,28,123,403,424
pop/Set,samba/Cuban,273349,263857,277430,0,0,3,16,93,395,424
pop/Set,samba/Elegante,274971,261383,278986,0,0,1,9,83,381,424
pop/Set,samba/Este,256377,245299,260391,0,0,0,13,82,386,424
pop/Set,samba/MESCALE,244067,234525,247132,0,0,0,10,78,377,424
pop/Set,samba/Sambapleasure,276459,267118,280700,0,0,3,12,79,383,424
pop/Set,samba/Samba,255887,244585,257908,0,0,0,11,85,390,424
pop/The,samba/Blue,242603,230315,243811,0,1,5,30,111,424,461
pop/The,samba/Cuban,266904,262888,268179,0,0,2,11,93,416,461
pop/The,samba/Elegante,265238,254512,266665,0,0,0,9,85,414,461
pop/The,samba/Este,227991,218694,229496,0,0,3,22,99,422,461
pop/The,samba/MESCALE,205227,197629,206290,0,0,3,20,99,423,461
pop/The,samba/Sambapleasure,265805,259494,267155,0,1,3,17,86,419,461
pop/The,samba/Samba,213084,202115,213974,0,0,4,17,93,419,461
pop/We'll,samba/Blue,278136,255687,278636,0,0,7,28,100,370,412
pop/We'll,samba/Cuban,283505,267013,284072,0,0,1,17,98,377,412
pop/We'll,samba/Elegante,280956,258254,281431,0,0,0,9,90,373,412
pop/We'll,samba/Este,264596,245513,265273,0,1,4,22,110,372,412
pop/We'll,samba/MESCALE,259310,245674,259888,0,0,2,17,83,374,412
pop/We'll,samba/Sambapleasure,285919,268786,286608,0,0,6,18,104,379,412
pop/We'll,samba/Samba,259065,240568,259387,0,1,7,22,94,383,412
rock/All,rock/Anything,269716,264272,275412,0,0,2,18,88,416,468
rock/All,rock/Chased,270660,270570,278761,0,0,2,16,79,428,468
rock/All,rock/Deep,285310,279606,289920,0,0,2,18,92,432,468
rock/All,rock/Lift,268243,261290,275263,0,0,2,12,98,422,468
rock/All,rock/New,276763,266717,281856,0,1,4,19,99,423,468
rock/All,rock/Perverting,276246,271249,283709,0,0,2,15,96,420,468
rock/All,rock/Rude,270317,263695,276512,0,0,0,15,96,429,468
rock/All,rock/Rude,262534,259850,269257,0,1,8,29,116,417,468
rock/All,rock/Slash,279373,273820,285067,0,0,4,12,101,427,468
rock/All,rock/The,272191,268870,279859,0,1,7,22,105,422,468
rock/All,rock/The,290399,287315,295411,0,1,3,14,92,425,468
rock/Anything,rock/Chased,270516,268026,276712,0,1,5,23,104,393,432
rock/Anything,rock/Deep,284194,277155,287882,0,0,7,31,106,397,432
rock/Anything,rock/Lift,271731,262071,276337,0,1,7,37,144,394,432
rock/Anything,rock/New,275551,262479,279347,1,1,5,25,108,391,432
rock/Anything,rock/Perverting,274447,265956,280006,0,0,5,33,122,387,432
rock/Anything,rock/Rude,268909,259329,273445,0,0,1,15,79,388,432
rock/Anything,rock/Rude,255602,249114,260744,0,0,3,13,95,379,432
rock/Anything,rock/Slash,282865,276302,287432,0,0,1,21,87,392,432
rock/Anything,rock/The,271225,265144,276841,0,3,15,32,115,389,432
rock/Anything,rock/The,288957,283878,292823,0,0,1,12,73,387,432
rock/Chased,rock/Deep,284515,281432,289192,0,0,0,12,72,437,480
rock/Chased,rock/Lift,271500,267935,278467,0,0,1,14,89,433,480
rock/Chased,rock/New,277703,271437,282534,0,0,4,11,89,425,480
rock/Chased,rock/Perverting,275264,273140,283015,0,0,1,18,98,441,480
rock/Chased,rock/Rude,270066,266389,276336,0,0,4,17,103,439,480
rock/Chased,rock/Rude,260607,259758,267553,0,0,1,16,93,434,480
rock/Chased,rock/Slash,284702,282205,290655,0,0,0,5,60,430,480
rock/Chased,rock/The,273393,273188,281200,0,0,2,19,88,427,480
rock/Chased,rock/The,285350,283712,290843,0,0,1,11,70,426,480
rock/Deep,rock/Lift,285885,277249,290027,0,0,1,23,109,390,426
rock/Deep,rock/New,287635,276394,290929,0,2,10,29,120,388,426
rock/Deep,rock/Perverting,286857,278889,291444,0,0,5,18,95,393,426
rock/Deep,rock/Rude,284986,276171,288603,0,2,4,28,111,388,426
rock/Deep,rock/Rude,280490,275612,284485,0,0,1,9,75,383,426
rock/Deep,rock/Slash,291964,284590,295847,0,0,1,16,104,393,426
rock/Deep,rock/The,284951,278501,289338,0,0,2,26,106,391,426
rock/Deep,rock/The,293066,286721,296621,0,1,3,23,89,384,426
rock/Lift,rock/New,275950,261246,280505,0,1,3,22,109,383,412
rock/Lift,rock/Perverting,274362,263756,280732,0,0,3,18,109,364,412
rock/Lift,rock/Rude,269970,259024,275082,0,0,1,25,100,377,412
rock/Lift,rock/Rude,263921,257041,269319,0,0,0,8,57,375,412
rock/Lift,rock/Slash,273488,263142,278428,0,0,3,27,99,364,412
rock/Lift,rock/The,269990,262030,276392,0,0,7,29,118,373,412
rock/Lift,rock/The,286983,279148,291226,0,0,7,24,112,372,412
rock/New,rock/Perverting,279464,265628,284294,0,0,1,12,76,362,406
rock/New,rock/Rude,275920,261676,279917,0,0,4,13,80,359,406
rock/New,rock/Rude,269861,260483,274094,0,1,2,12,70,362,406
rock/New,rock/Slash,284650,272734,288639,0,0,3,13,69,361,406
rock/New,rock/The,276771,265858,281524,0,0,3,22,97,366,406
rock/New,rock/The,290917,282415,294335,0,3,4,13,64,366,406
rock/Perverting,rock/Rude,275200,265118,281096,0,0,3,16,87,365,400
rock/Perverting,rock/Rude,268060,262737,274575,0,0,2,9,69,365,400
rock/Perverting,rock/Slash,284761,276364,290240,0,1,2,24,98,361,400
rock/Perverting,rock/The,272675,266167,280211,0,1,2,20,102,374,400
rock/Perverting,rock/The,288561,281241,293431,0,0,0,17,85,353,400
rock/Rude,rock/Rude,259584,252649,264804,0,0,2,14,79,406,451
rock/Rude,rock/Slash,281110,272782,285620,0,0,1,16,76,403,451
rock/Rude,rock/The,270524,263344,276347,0,1,5,18,92,405,451
rock/Rude,rock/The,288368,282290,292372,0,0,2,8,62,411,451
rock/Rude,rock/Slash,279810,275206,284744,0,0,0,11,96,414,451
rock/Rude,rock/The,261777,259098,268426,0,1,3,25,96,415,451
rock/Rude,rock/The,285972,282820,290087,0,0,2,9,77,402,451
rock/Slash,rock/The,281717,275386,287107,0,0,4,21,95,362,409
rock/Slash,rock/The,292173,285054,296191,0,0,2,19,113,366,409
rock/The,rock/The,289185,284119,293829,0,0,3,27,103,362,409
rock/All,samba/Blue,278397,269904,280989,0,1,6,26,100,427,468
rock/All,samba/Cuban,276186,268132,280794,0,0,2,10,85,410,468
rock/All,samba/Elegante,278743,270799,282762,0,0,1,11,89,426,468
rock/All,samba/Este,265460,259964,269497,0,0,2,9,77,416,468
rock/All,samba/MESCALE,260297,256308,263503,0,0,3,13,89,421,468
rock/All,samba/Sambapleasure,279242,272323,283670,0,0,1,6,99,415,468
rock/All,samba/Samba,265461,259092,267279,0,0,2,17,100,417,468
rock/Anything,samba/Blue,273670,261674,275925,0,1,6,33,110,387,432
rock/Anything,samba/Cuban,274985,265727,278515,0,1,4,25,120,393,432
rock/Anything,samba/Elegante,277377,265598,280589,0,0,3,20,92,391,432
rock/Anything,samba/Este,262840,254266,266030,0,2,3,17,96,398,432
rock/Anything,samba/MESCALE,252153,245508,254696,0,0,6,24,96,397,432
rock/Anything,samba/Sambapleasure,278567,269114,282167,0,0,4,15,98,388,432
