FirstImage,SecondImage,NonZeroR,NonZeroG,NonZeroB,Matches0.5,Matches0.6,Matches0.7,Matches0.8,Matches0.9,Matches1.0,Matches
classical/flowing,dance/Stardust,241118,237221,241923,0,0,4,15,79,352,388
classical/flowing,dance/Summer,272929,266713,273400,2,2,3,17,69,348,388
classical/flowing,dance/The,262519,258374,263572,1,1,3,16,81,350,388
classical/flowing,dance/Wish,265458,259796,266204,0,2,2,15,71,359,388
classical/Galdson,dance/2015,226554,227995,229865,0,2,4,22,101,394,445
classical/Galdson,dance/Give,264108,262044,265737,0,0,1,25,118,403,445
classical/Galdson,dance/Landscape,269781,270903,272966,0,0,1,14,91,405,445
classical/Galdson,dance/Rotational,241000,240615,243711,0,0,4,17,111,409,445
classical/Galdson,dance/Stardust,223681,224482,226528,0,0,9,28,116,401,445
classical/Galdson,dance/Summer,264279,263022,266180,0,0,1,19,84,398,445
classical/Galdson,dance/The,256035,258881,259573,0,0,3,16,101,401,445
classical/Galdson,dance/Wish,255110,255743,257806,0,0,4,19,83,411,445
classical/Helios,dance/2015,228153,228983,230286,0,1,8,22,121,409,442
classical/Helios,dance/Give,265191,263294,266546,1,1,12,42,163,408,442
classical/Helios,dance/Landscape,270477,271120,272951,0,0,4,33,114,409,442
classical/Helios,dance/Rotational,240771,240434,243052,0,0,1,25,112,410,442
classical/Helios,dance/Stardust,222607,223187,225100,0,3,9,29,125,410,442
classical/Helios,dance/Summer,264579,262907,266064,0,1,6,19,104,400,442
classical/Helios,dance/The,257424,259805,260268,0,1,4,24,90,399,442
classical/Helios,dance/Wish,255169,255656,257302,0,0,9,35,116,398,442
classical/La,dance/2015,230461,230388,231986,0,0,3,22,82,369,400
classical/La,dance/Give,265451,262714,266563,0,1,8,20,94,369,400
classical/La,dance/Landscape,271494,271454,273368,0,0,0,17,80,367,400
classical/La,dance/Rotational,243370,242281,245150,0,0,4,13,80,367,400
classical/La,dance/Stardust,231176,231259,232965,0,0,3,22,94,365,400
classical/La,dance/Summer,266568,263908,267565,0,0,0,9,73,361,400
classical/La,dance/The,258569,260003,260706,0,0,0,9,69,369,400
classical/La,dance/Wish,258169,257711,259673,0,0,3,15,80,362,400
classical/middlenight,dance/2015,228153,228983,230286,0,1,8,22,121,409,442
classical/middlenight,dance/Give,265191,263294,266546,1,1,12,42,163,408,442
classical/middlenight,dance/Landscape,270477,271120,272951,0,0,4,33,114,409,442
classical/middlenight,dance/Rotational,240771,240434,243052,0,0,1,25,112,410,442
classical/middlenight,dance/Stardust,222607,223187,225100,0,3,9,29,125,410,442
classical/middlenight,dance/Summer,264579,262907,266064,0,1,6,19,104,400,442
classical/middlenight,dance/The,257424,259805,260268,0,1,4,24,90,399,442
classical/middlenight,dance/Wish,255169,255656,257302,0,0,9,35,116,398,442
classical/R.Schumann,dance/2015,229344,230097,229766,0,0,0,3,28,196,222
classical/R.Schumann,dance/Give,260419,260253,261047,0,0,0,1,27,202,222
classical/R.Schumann,dance/Landscape,272218,272963,272930,0,0,0,0,21,192,222
classical/R.Schumann,dance/Rotational,241363,242195,242235,0,0,0,2,26,197,222
classical/R.Schumann,dance/Stardust,224112,224965,225019,0,0,0,1,35,195,222
classical/R.Schumann,dance/Summer,265320,265395,265648,0,0,0,0,26,196,222
classical/R.Schumann,dance/The,257579,258864,258472,0,0,0,2,24,198,222
classical/R.Schumann,dance/Wish,256633,257382,257322,0,0,0,3,26,193,222
classical/Silence,dance/2015,227966,229397,229498,0,0,0,6,51,331,378
classical/Silence,dance/Give,261395,260873,262435,0,0,0,9,63,341,378
classical/Silence,dance/Landscape,270799,272243,272779,0,0,0,3,46,333,378
classical/Silence,dance/Rotational,240443,241335,242140,0,0,0,7,59,343,378
classical/Silence,dance/Stardust,223331,224637,225057,0,0,1,7,62,325,378
classical/Silence,dance/Summer,264472,264289,265619,0,0,0,3,52,347,378
classical/Silence,dance/The,257007,259169,258969,0,0,0,5,55,332,378
classical/Silence,dance/Wish,255735,256832,257230,0,0,2,10,78,344,378
classical/Vivaldi,dance/2015,234702,231303,238071,0,0,2,9,93,423,476
classical/Vivaldi,dance/Give,273323,264771,274887,0,0,1,17,87,426,476
classical/Vivaldi,dance/Landscape,272478,268594,275506,0,0,0,6,75,429,476
classical/Vivaldi,dance/Rotational,249203,241013,251975,0,0,1,11,81,422,476
classical/Vivaldi,dance/Stardust,240565,237530,243219,0,0,2,14,87,434,476
classical/Vivaldi,dance/Summer,267233,261593,269666,0,0,1,13,71,425,476
classical/Vivaldi,dance/The,260050,259039,263725,0,0,2,12,86,434,476
classical/Vivaldi,dance/Wish,257856,252510,260578,0,1,1,15,79,429,476
classical/Vivaldi,dance/2015,231678,229047,232640,0,0,1,10,71,371,423
classical/Vivaldi,dance/Give,266998,260115,267548,0,1,1,21,100,389,423
classical/Vivaldi,dance/Landscape,273379,270431,274381,0,0,3,10,71,383,423
classical/Vivaldi,dance/Rotational,246779,241391,247714,0,0,0,10,66,385,423
classical/Vivaldi,dance/Stardust,233445,230726,234363,0,1,3,10,82,385,423
classical/Vivaldi,dance/Summer,266861,261358,267481,0,0,2,13,78,368,423
classical/Vivaldi,dance/The,257386,256637,258574,0,0,2,8,70,379,423
classical/Vivaldi,dance/Wish,257780,254503,258643,0,0,1,6,70,395,423
classical/Al,dubstep/Day,247146,245513,248932,0,0,6,19,100,436,479
classical/Al,dubstep/Departure,257888,257901,260169,0,0,3,23,108,436,479
classical/Al,dubstep/Elektrobeat,254974,252890,256228,0,0,7,25,124,442,479
classical/Al,dubstep/Extreme,237571,235229,239050,0,3,9,37,147,424,479
classical/Al,dubstep/Feeling,203050,199716,204181,0,1,7,31,107,442,479
classical/Al,dubstep/Get,252607,249226,253954,0,1,7,33,132,449,479
classical/Al,dubstep/Speaker,224911,222331,226752,0,0,1,15,127,440,479
classical/Al,dubstep/Sucker,254872,253729,256440,0,0,3,11,88,439,479
classical/Al,dubstep/Wonder,259981,259457,262123,0,0,2,13,85,434,479
classical/Bach,dubstep/Day,241041,241228,241233,0,0,0,5,28,233,260
classical/Bach,dubstep/Departure,258814,259390,259149,0,0,0,8,44,240,260
classical/Bach,dubstep/Elektrobeat,250131,249938,250349,0,0,0,4,22,228,260
classical/Bach,dubstep/Extreme,233958,234022,234235,0,0,3,10,59,239,260
classical/Bach,dubstep/Feeling,191149,190955,191309,0,0,1,1,30,210,260
classical/Bach,dubstep/Get,241089,241003,241422,0,0,0,9,49,241,260
classical/Bach,dubstep/Speaker,215294,215342,215570,0,0,0,1,37,230,260
classical/Bach,dubstep/Sucker,252733,253074,252989,0,0,0,5,36,216,260
classical/Bach,dubstep/Wonder,256776,257174,256931,0,0,0,8,46,237,260
classical/CINE,dubstep/Day,248780,246942,249920,0,2,7,34,124,375,415
classical/CINE,dubstep/Departure,257896,257804,259425,0,0,0,16,94,378,415
classical/CINE,dubstep/Elektrobeat,253716,251903,254623,1,3,14,32,118,384,415
classical/CINE,dubstep/Extreme,236122,234421,237257,0,0,11,38,122,378,415
classical/CINE,dubstep/Feeling,204259,201541,205048,1,6,17,43,137,382,415
classical/CINE,dubstep/Get,246953,243480,248014,0,0,4,29,103,374,415
classical/CINE,dubstep/Speaker,223967,221820,225374,0,1,7,28,121,387,415
classical/CINE,dubstep/Sucker,256595,255401,257617,0,0,1,18,73,372,415
classical/CINE,dubstep/Wonder,257228,256403,258642,1,2,9,33,111,376,415
classical/clessidra,dubstep/Day,241129,241833,243037,1,2,6,23,107,405,437
classical/clessidra,dubstep/Departure,256617,258677,259086,0,0,3,19,95,404,437
classical/clessidra,dubstep/Elektrobeat,251305,251044,252356,0,1,5,26,118,408,437
classical/clessidra,dubstep/Extreme,232864,233321,234278,0,0,0,23,77,395,437
classical/clessidra,dubstep/Feeling,192764,192245,194016,0,0,2,20,90,391,437
classical/clessidra,dubstep/Get,243266,242480,244451,0,0,4,16,104,405,437
classical/clessidra,dubstep/Speaker,215718,215698,217422,0,0,4,20,106,405,437
classical/clessidra,dubstep/Sucker,251541,252316,253050,0,0,0,4,51,390,437
classical/clessidra,dubstep/Wonder,255242,257081,257583,0,1,2,12,95,403,437
classical/F.Mendelssohn,dubstep/Day,253011,251306,253396,0,0,4,20,108,454,485
classical/F.Mendelssohn,dubstep/Departure,259200,258493,259955,0,0,3,20,111,441,485
classical/F.Mendelssohn,dubstep/Elektrobeat,255106,252580,255311,0,0,9,44,148,447,485
classical/F.Mendelssohn,dubstep/Extreme,239912,237117,240337,1,3,6,37,132,444,485
classical/F.Mendelssohn,dubstep/Feeling,207554,204839,207847,0,3,11,41,131,451,485
classical/F.Mendelssohn,dubstep/Get,248331,244647,248717,2,3,12,44,135,448,485
classical/F.Mendelssohn,dubstep/Speaker,230256,227739,230649,0,0,4,26,128,440,485
classical/F.Mendelssohn,dubstep/Sucker,261163,259784,261556,0,0,0,7,74,436,485
classical/F.Mendelssohn,dubstep/Wonder,263784,262646,264307,0,0,6,25,112,438,485
classical/flowing,dubstep/Day,253837,250131,254489,0,1,3,14,68,353,388
classical/flowing,dubstep/Departure,266244,263290,267179,0,0,1,7,59,353,388
classical/flowing,dubstep/Elektrobeat,262103,257524,262371,0,0,1,6,72,362,388
classical/flowing,dubstep/Extreme,245149,240653,245572,0,1,4,18,82,353,388
classical/flowing,dubstep/Feeling,218949,214490,219445,0,0,2,19,82,349,388
classical/flowing,dubstep/Get,258850,251997,259404,0,0,4,16,85,357,388
classical/flowing,dubstep/Speaker,231367,226499,231994,1,1,1,13,76,354,388
classical/flowing,dubstep/Sucker,260175,255602,260771,0,0,2,5,56,359,388
classical/flowing,dubstep/Wonder,263169,259290,263933,0,0,2,14,95,357,388
classical/Galdson,dubstep/Day,243520,243917,245818,0,0,1,18,103,414,445
classical/Galdson,dubstep/Departure,255647,258001,259056,0,0,1,7,71,395,445
classical/Galdson,dubstep/Elektrobeat,251827,251336,253228,0,0,4,38,129,417,445
classical/Galdson,dubstep/Extreme,232739,233031,234913,0,0,4,22,107,406,445
classical/Galdson,dubstep/Feeling,196575,195725,198237,1,3,7,28,107,413,445
classical/Galdson,dubstep/Get,244155,242986,245773,0,1,4,24,105,421,445
classical/Galdson,dubstep/Speaker,219687,219377,221802,0,1,4,15,96,407,445
classical/Galdson,dubstep/Sucker,252115,252601,254129,0,0,1,12,64,390,445
classical/Galdson,dubstep/Wonder,255483,257240,258565,0,0,4,21,118,402,445
classical/Helios,dubstep/Day,244825,244999,246722,0,2,8,25,114,407,442
classical/Helios,dubstep/Departure,256364,258514,259192,0,0,2,10,89,399,442
classical/Helios,dubstep/Elektrobeat,251115,250587,252368,0,0,5,24,124,417,442
classical/Helios,dubstep/Extreme,233694,233183,235347,0,2,9,26,116,403,442
classical/Helios,dubstep/Feeling,195068,194347,196477,0,2,12,36,132,409,442
classical/Helios,dubstep/Get,243091,241914,244472,0,1,10,37,129,409,442
classical/Helios,dubstep/Speaker,219844,219709,221799,1,1,5,30,122,414,442
classical/Helios,dubstep/Sucker,252795,253309,254517,0,0,5,26,90,391,442
classical/Helios,dubstep/Wonder,256617,257889,259147,0,3,8,25,115,412,442
classical/La,dubstep/Day,245589,245324,247106,0,0,2,14,75,356,400
classical/La,dubstep/Departure,258895,260052,260983,0,0,2,17,88,354,400
classical/La,dubstep/Elektrobeat,255201,254096,256150,0,3,4,21,84,358,400
classical/La,dubstep/Extreme,238505,237904,239723,0,0,1,16,84,369,400
classical/La,dubstep/Feeling,202396,201023,203336,0,1,6,23,89,374,400
classical/La,dubstep/Get,245131,243269,246339,0,0,4,17,94,372,400
classical/La,dubstep/Speaker,224161,222780,225591,0,0,4,21,88,371,400
classical/La,dubstep/Sucker,255981,255991,257356,0,0,2,9,62,364,400
classical/La,dubstep/Wonder,259791,260488,261597,0,1,7,20,93,358,400
classical/middlenight,dubstep/Day,244825,244999,246722,0,2,8,25,114,407,442
classical/middlenight,dubstep/Departure,256364,258514,259192,0,0,2,10,89,399,442
classical/middlenight,dubstep/Elektrobeat,251115,250587,252368,0,0,5,24,124,417,442
classical/middlenight,dubstep/Extreme,233694,233183,235347,0,2,9,26,116,403,442
classical/middlenight,dubstep/Feeling,195068,194347,196477,0,2,12,36,132,409,442
classical/middlenight,dubstep/Get,243091,241914,244472,0,1,10,37,129,409,442
classical/middlenight,dubstep/Speaker,219844,219709,221799,1,1,5,30,122,414,442
classical/middlenight,dubstep/Sucker,252795,253309,254517,0,0,5,26,90,391,442
classical/middlenight,dubstep/Wonder,256617,257889,259147,0,3,8,25,115,412,442
classical/R.Schumann,dubstep/Day,241309,241876,241913,0,0,0,1,14,189,222
classical/R.Schumann,dubstep/Departure,258381,259510,259256,0,0,0,3,24,190,222
classical/R.Schumann,dubstep/Elektrobeat,250552,250603,251028,0,0,0,3,27,198,222
classical/R.Schumann,dubstep/Extreme,234135,234548,234791,0,0,1,2,31,202,222
classical/R.Schumann,dubstep/Feeling,192164,192210,192627,0,0,0,2,26,194,222
classical/R.Schumann,dubstep/Get,241096,241230,241762,0,0,0,2,27,188,222
classical/R.Schumann,dubstep/Speaker,215970,216422,216754,0,0,0,0,22,196,222
classical/R.Schumann,dubstep/Sucker,252862,253599,253486,0,0,0,0,20,188,222
classical/R.Schumann,dubstep/Wonder,256740,257617,257454,0,0,0,3,28,197,222
classical/Silence,dubstep/Day,241099,241908,242499,0,0,0,6,54,335,378
classical/Silence,dubstep/Departure,257138,259152,259136,0,0,0,1,58,345,378
classical/Silence,dubstep/Elektrobeat,250777,250703,251529,0,0,2,13,73,345,378
classical/Silence,dubstep/Extreme,233468,233929,234629,0,0,1,5,55,333,378
classical/Silence,dubstep/Feeling,192243,192247,193234,0,0,1,18,73,350,378
classical/Silence,dubstep/Get,241590,241458,242610,0,0,1,9,64,336,378
classical/Silence,dubstep/Speaker,216394,216646,217624,0,0,0,7,68,337,378
classical/Silence,dubstep/Sucker,251967,253021,253273,0,0,0,2,34,335,378
classical/Silence,dubstep/Wonder,256240,257756,257925,0,0,3,13,65,342,378
classical/Vivaldi,dubstep/Day,253730,250840,256219,0,1,1,11,84,426,476
classical/Vivaldi,dubstep/Departure,256658,255243,260262,0,0,1,10,89,430,476
classical/Vivaldi,dubstep/Elektrobeat,258857,254644,260057,0,1,2,15,100,440,476
classical/Vivaldi,dubstep/Extreme,241339,236927,243042,0,1,6,22,74,414,476
classical/Vivaldi,dubstep/Feeling,216130,210791,217743,0,0,1,14,85,435,476
classical/Vivaldi,dubstep/Get,255282,248420,256839,0,2,4,22,92,444,476
classical/Vivaldi,dubstep/Speaker,235333,230588,237340,0,1,2,16,90,435,476
classical/Vivaldi,dubstep/Sucker,260316,257393,262551,0,0,3,11,71,433,476
classical/Vivaldi,dubstep/Wonder,261116,259697,264391,0,0,3,18,96,432,476
classical/Vivaldi,dubstep/Day,246131,243138,246902,0,0,0,11,91,375,423
classical/Vivaldi,dubstep/Departure,258487,257228,259615,0,1,1,6,61,394,423
classical/Vivaldi,dubstep/Elektrobeat,256659,253572,256990,0,0,2,13,69,388,423
classical/Vivaldi,dubstep/Extreme,236726,234222,237354,0,0,0,8,78,372,423
classical/Vivaldi,dubstep/Feeling,203915,199434,204382,1,1,2,7,87,384,423
classical/Vivaldi,dubstep/Get,252639,247945,253134,0,1,4,22,96,381,423
classical/Vivaldi,dubstep/Speaker,224462,219917,225114,0,0,2,11,81,383,423
classical/Vivaldi,dubstep/Sucker,255071,252873,255638,0,2,4,13,74,387,423
classical/Vivaldi,dubstep/Wonder,257667,256024,258679,0,0,1,13,59,381,423
classical/Al,eletronic/JekK,229381,225841,231224,0,0,3,27,113,440,479
classical/Al,eletronic/Kuzinmuzin,228010,223770,229629,0,2,9,44,165,446,479
classical/Al,eletronic/The.madpix.project,256816,254413,258666,0,1,8,32,113,421,479
classical/Bach,eletronic/JekK,225850,226095,226242,0,0,2,3,26,221,260
classical/Bach,eletronic/Kuzinmuzin,221132,221184,221415,0,0,1,1,32,233,260
classical/Bach,eletronic/The.madpix.project,256982,257256,257193,0,0,0,2,35,230,260
classical/CINE,eletronic/JekK,229796,226419,231272,0,0,4,18,106,372,415
classical/CINE,eletronic/Kuzinmuzin,224471,220263,225625,0,0,5,27,118,386,415
classical/CINE,eletronic/The.madpix.project,257906,256245,259277,0,0,5,20,82,374,415
classical/clessidra,eletronic/JekK,224762,225213,226968,0,0,5,21,111,398,437
classical/clessidra,eletronic/Kuzinmuzin,221105,220616,222869,0,0,3,16,102,399,437
classical/clessidra,eletronic/The.madpix.project,255165,256238,257216,0,0,2,10,83,386,437
classical/F.Mendelssohn,eletronic/JekK,234488,231617,235117,0,3,12,27,109,437,485
classical/F.Mendelssohn,eletronic/Kuzinmuzin,228682,225115,229221,0,0,2,25,98,441,485
classical/F.Mendelssohn,eletronic/The.madpix.project,259182,256675,259652,0,0,3,16,99,440,485
classical/flowing,eletronic/JekK,241067,235562,241948,0,1,1,13,85,351,388
classical/flowing,eletronic/Kuzinmuzin,237856,231491,238487,0,0,1,11,83,356,388
classical/flowing,eletronic/The.madpix.project,265458,259796,266204,0,2,2,15,71,359,388
classical/Galdson,eletronic/JekK,226621,226228,229285,0,1,3,25,103,407,445
classical/Galdson,eletronic/Kuzinmuzin,222298,221280,224694,0,1,2,25,116,412,445
classical/Galdson,eletronic/The.madpix.project,255110,255743,257806,0,0,4,19,83,411,445
classical/Helios,eletronic/JekK,227064,226619,229244,0,3,6,21,121,411,442
classical/Helios,eletronic/Kuzinmuzin,222706,221607,224702,0,1,4,25,113,398,442
classical/Helios,eletronic/The.madpix.project,255169,255656,257302,0,0,9,35,116,398,442
classical/La,eletronic/JekK,229046,227803,230712,0,2,3,28,91,368,400
classical/La,eletronic/Kuzinmuzin,225419,223662,226942,0,1,2,21,88,368,400
classical/La,eletronic/The.madpix.project,258169,257711,259673,0,0,3,15,80,362,400
classical/middlenight,eletronic/JekK,227064,226619,229244,0,3,6,21,121,411,442
classical/middlenight,eletronic/Kuzinmuzin,222706,221607,224702,0,1,4,25,113,398,442
classical/middlenight,eletronic/The.madpix.project,255169,255656,257302,0,0,9,35,116,398,442
classical/R.Schumann,eletronic/JekK,225827,226540,226717,0,0,0,7,34,199,222
classical/R.Schumann,eletronic/Kuzinmuzin,221196,221577,221855,0,0,0,0,28,205,222
classical/R.Schumann,eletronic/The.madpix.project,256633,257382,257322,0,0,0,3,26,193,222
classical/Silence,eletronic/JekK,225372,226272,227131,0,0,0,8,66,334,378
classical/Silence,eletronic/Kuzinmuzin,221130,221416,222516,0,0,2,18,71,338,378
classical/Silence,eletronic/The.madpix.project,255735,256832,257230,0,0,2,10,78,344,378
classical/Vivaldi,eletronic/JekK,234736,228429,237529,0,0,3,14,78,441,476
classical/Vivaldi,eletronic/Kuzinmuzin,231660,224617,234108,0,1,2,13,91,430,476
classical/Vivaldi,eletronic/The.madpix.project,257856,252510,260578,0,1,1,15,79,429,476
classical/Vivaldi,eletronic/JekK,228440,223337,229454,0,0,4,20,82,389,423
classical/Vivaldi,eletronic/Kuzinmuzin,226286,220555,227094,0,1,4,13,85,387,423
classical/Vivaldi,eletronic/The.madpix.project,257780,254503,258643,0,0,1,6,70,395,423
classical/Al,hiphop/02,245401,240320,246358,1,4,13,42,146,451,479
classical/Al,hiphop/111111111,192988,187911,193867,0,0,1,16,84,447,479
classical/Al,hiphop/ak,151446,145448,151987,0,0,5,26,97,433,479
classical/Al,hiphop/Childhood,169431,163983,169985,0,1,9,42,142,445,479
classical/Al,hiphop/Dont,245155,239777,245781,0,0,3,31,136,458,479
classical/Al,hiphop/Jumped,187332,180940,188721,0,0,8,43,166,455,479
classical/Al,hiphop/SWEET,226301,219902,226898,1,4,14,41,152,446,479
classical/Bach,hiphop/02,236998,236642,237014,0,0,0,5,30,232,260
classical/Bach,hiphop/111111111,181373,181122,181439,0,0,0,7,52,239,260
classical/Bach,hiphop/ak,125540,124794,125572,0,0,0,1,24,231,260
classical/Bach,hiphop/Childhood,149573,148682,149511,0,0,0,4,45,234,260
classical/Bach,hiphop/Dont,236184,235660,236222,0,0,0,3,27,230,260
classical/Bach,hiphop/Jumped,177665,176881,177665,0,0,0,4,36,225,260
classical/Bach,hiphop/SWEET,211563,210779,211656,0,1,1,6,45,239,260
classical/CINE,hiphop/02,242710,238619,243360,0,1,4,18,85,374,415
classical/CINE,hiphop/111111111,192243,187850,192880,0,0,1,13,90,380,415
classical/CINE,hiphop/ak,146960,141289,147281,0,1,1,9,66,366,415
classical/CINE,hiphop/Childhood,167132,162222,167463,0,0,0,17,88,386,415
classical/CINE,hiphop/Dont,243870,239154,244377,1,1,9,33,120,375,415
classical/CINE,hiphop/Jumped,186691,180506,187527,0,0,6,17,111,389,415
classical/CINE,hiphop/SWEET,222644,217118,223161,0,0,1,18,96,377,415
classical/clessidra,hiphop/02,238477,237264,239394,0,0,1,11,76,383,437
classical/clessidra,hiphop/111111111,182328,180359,183265,0,0,3,20,113,410,437
classical/clessidra,hiphop/ak,131123,128095,131637,1,1,2,11,80,391,437
classical/clessidra,hiphop/Childhood,153650,151027,154223,0,0,0,14,95,404,437
classical/clessidra,hiphop/Dont,239460,237754,239999,0,0,6,24,85,396,437
classical/clessidra,hiphop/Jumped,178365,175526,179224,0,0,2,9,82,402,437
classical/clessidra,hiphop/SWEET,214667,211911,215284,0,0,1,14,99,393,437
classical/F.Mendelssohn,hiphop/02,243993,239529,244163,0,0,2,19,97,442,485
classical/F.Mendelssohn,hiphop/111111111,192255,187634,192471,0,0,2,16,90,444,485
classical/F.Mendelssohn,hiphop/ak,146856,141307,147027,0,0,1,10,77,429,485
classical/F.Mendelssohn,hiphop/Childhood,167542,162325,167609,0,0,3,20,99,438,485
classical/F.Mendelssohn,hiphop/Dont,245439,240844,245539,0,1,7,32,113,438,485
classical/F.Mendelssohn,hiphop/Jumped,186767,180336,186963,0,1,3,27,115,437,485
classical/F.Mendelssohn,hiphop/SWEET,226987,221584,227083,0,1,6,28,132,448,485
classical/flowing,hiphop/02,250627,244048,250893,0,0,3,15,79,349,388
classical/flowing,hiphop/111111111,210728,205705,211042,0,0,2,12,58,356,388
classical/flowing,hiphop/ak,172497,166627,172690,0,1,3,15,63,336,388
classical/flowing,hiphop/Childhood,187787,182240,187940,0,0,2,11,65,358,388
classical/flowing,hiphop/Dont,250260,242610,250467,0,1,2,7,59,339,388
classical/flowing,hiphop/Jumped,207879,200425,208179,0,0,1,11,79,346,388
classical/flowing,hiphop/SWEET,231875,223939,232033,0,0,3,19,85,356,388
classical/Galdson,hiphop/02,239964,238130,241319,0,1,5,21,93,401,445
classical/Galdson,hiphop/111111111,184793,182334,186111,0,0,3,21,112,408,445
classical/Galdson,hiphop/ak,136167,132692,137009,0,0,1,15,93,394,445
classical/Galdson,hiphop/Childhood,158263,155337,159014,0,0,1,9,106,399,445
classical/Galdson,hiphop/Dont,241437,238728,242155,0,0,3,17,90,407,445
classical/Galdson,hiphop/Jumped,179980,176537,181235,0,1,2,16,97,400,445
classical/Galdson,hiphop/SWEET,218099,214742,218872,0,0,5,24,114,406,445
classical/Helios,hiphop/02,239899,237976,240903,3,8,15,33,110,409,442
classical/Helios,hiphop/111111111,183686,181281,184876,0,0,2,19,111,406,442
classical/Helios,hiphop/ak,134369,130740,134943,0,0,2,21,88,402,442
classical/Helios,hiphop/Childhood,156533,153265,157129,0,0,2,16,93,388,442
classical/Helios,hiphop/Dont,239731,237288,240384,0,0,5,22,95,409,442
classical/Helios,hiphop/Jumped,179050,175355,180203,0,2,7,38,126,413,442
classical/Helios,hiphop/SWEET,218573,215388,219288,0,0,3,24,120,399,442
classical/La,hiphop/02,242443,239720,243265,0,0,1,14,73,359,400
classical/La,hiphop/111111111,187773,184555,188649,0,0,1,13,68,371,400
classical/La,hiphop/ak,141059,136592,141504,0,0,2,11,70,351,400
classical/La,hiphop/Childhood,161677,157483,162080,0,1,2,9,61,371,400
classical/La,hiphop/Dont,242432,239558,242946,0,2,4,18,87,369,400
classical/La,hiphop/Jumped,183183,178837,184145,0,0,2,18,80,358,400
classical/La,hiphop/SWEET,221594,217697,222163,0,0,2,17,78,366,400
classical/middlenight,hiphop/02,239899,237976,240903,3,8,15,33,110,409,442
classical/middlenight,hiphop/111111111,183686,181281,184876,0,0,2,19,111,406,442
classical/middlenight,hiphop/ak,134369,130740,134943,0,0,2,21,88,402,442
classical/middlenight,hiphop/Childhood,156533,153265,157129,0,0,2,16,93,388,442
classical/middlenight,hiphop/Dont,239731,237288,240384,0,0,5,22,95,409,442
classical/middlenight,hiphop/Jumped,179050,175355,180203,0,2,7,38,126,413,442
classical/middlenight,hiphop/SWEET,218573,215388,219288,0,0,3,24,120,399,442
classical/R.Schumann,hiphop/02,237338,237213,237652,0,0,0,4,26,190,222
classical/R.Schumann,hiphop/111111111,181659,181643,181993,0,1,2,6,35,189,222
classical/R.Schumann,hiphop/ak,126698,125931,126844,0,0,0,1,15,203,222
classical/R.Schumann,hiphop/Childhood,150368,149334,150440,0,0,0,3,30,202,222
classical/R.Schumann,hiphop/Dont,236722,236182,236873,0,0,0,1,23,198,222
classical/R.Schumann,hiphop/Jumped,177938,177173,178292,0,0,0,5,29,204,222
classical/R.Schumann,hiphop/SWEET,212788,211770,213062,0,0,1,2,31,195,222
classical/Silence,hiphop/02,237876,237366,238518,0,0,2,12,66,343,378
classical/Silence,hiphop/111111111,181335,180394,182063,0,0,1,5,61,352,378
classical/Silence,hiphop/ak,127543,125640,128029,0,0,2,17,72,341,378
classical/Silence,hiphop/Childhood,151317,149410,151588,0,0,1,11,64,340,378
classical/Silence,hiphop/Dont,238392,237396,238785,0,0,1,9,57,345,378
classical/Silence,hiphop/Jumped,177679,175706,178241,0,0,0,2,63,343,378
classical/Silence,hiphop/SWEET,213771,212090,214230,0,0,0,8,66,326,378
classical/Vivaldi,hiphop/02,251413,243444,252633,0,0,3,15,61,428,476
classical/Vivaldi,hiphop/111111111,206375,201426,207817,0,0,0,12,74,433,476
classical/Vivaldi,hiphop/ak,174020,167860,174674,0,0,2,11,69,426,476
classical/Vivaldi,hiphop/Childhood,188063,182386,188771,0,0,1,10,84,437,476
classical/Vivaldi,hiphop/Dont,250015,241196,250918,0,0,1,20,90,425,476
classical/Vivaldi,hiphop/Jumped,199934,191684,201006,0,0,1,12,91,425,476
classical/Vivaldi,hiphop/SWEET,235039,226754,235793,0,1,1,12,91,442,476
classical/Vivaldi,hiphop/02,245960,239587,246252,0,0,1,7,67,381,423
classical/Vivaldi,hiphop/111111111,194590,188752,195056,0,0,1,12,69,381,423
classical/Vivaldi,hiphop/ak,152776,145676,153048,0,0,0,6,58,378,423
classical/Vivaldi,hiphop/Childhood,170205,163652,170382,0,0,0,15,81,378,423
classical/Vivaldi,hiphop/Dont,244843,238371,245009,0,0,2,20,92,385,423
classical/Vivaldi,hiphop/Jumped,189119,180710,189377,0,0,3,16,69,389,423
classical/Vivaldi,hiphop/SWEET,223876,215958,224062,0,0,3,8,73,385,423
classical/Al,jazz/A,278358,267994,280162,1,1,2,9,79,423,479
classical/Al,jazz/Bandoneon,150560,144927,151571,0,0,1,28,142,444,479
classical/Al,jazz/Birdman,176518,171613,177375,0,0,6,31,135,449,479
classical/Al,jazz/Chinese,166461,161139,168346,1,1,7,32,125,441,479
classical/Al,jazz/Colonially,223620,217938,225606,0,3,10,42,146,440,479
classical/Al,jazz/Michael,223897,216647,225760,0,2,8,40,143,452,479
classical/Al,jazz/Nadejda,162545,156709,163752,0,1,3,26,134,438,479
classical/Al,jazz/The,187646,181809,188816,0,1,10,47,139,446,479
classical/Al,jazz/zero-project,203431,199497,205762,0,0,3,22,119,442,479
classical/Bach,jazz/A,277626,277172,278120,0,0,0,3,41,233,260
classical/Bach,jazz/Bandoneon,123242,122111,123428,0,0,1,10,63,236,260
